InteractionID,CustomerID,AgentID,Date,Month,Category,Channel,FirstResponseMinutes,ResolutionHours,FCR,Escalated,SurveySent,CSATScore,NPSSent,NPSScore
INT500477,C11927,A129,2024-01-16,2024-01,Website/App Experience,Phone,16.4,4.06,True,False,True,4.0,False,
INT500478,C10397,A123,2024-01-20,2024-01,Website/App Experience,Email,6.0,6.36,True,False,True,4.5,False,
INT500479,C11577,A131,2024-01-27,2024-01,Website/App Experience,Phone,25.5,6.53,False,False,True,3.5,False,
INT500480,C11513,A127,2024-01-28,2024-01,Website/App Experience,Chat,13.1,3.64,True,False,False,,False,
INT500481,C11080,A107,2024-01-16,2024-01,Customer Service,Chat,5.8,5.64,True,False,True,4.0,False,
INT500482,C11286,A101,2024-01-22,2024-01,Customer Service,Chat,1.9,11.72,True,False,False,,False,
INT500483,C10794,A104,2024-01-22,2024-01,Customer Service,Chat,2.4,8.49,True,False,True,3.5,False,
INT500484,C10140,A106,2024-01-03,2024-01,Customer Service,Chat,2.6,5.16,False,True,False,,False,
INT500485,C10338,A116,2024-01-03,2024-01,Customer Service,Phone,9.5,3.44,True,False,True,5.0,False,
INT500486,C11913,A121,2024-01-19,2024-01,Customer Service,Phone,6.1,5.05,True,False,True,4.0,False,
INT500487,C10664,A101,2024-01-17,2024-01,Customer Service,Phone,12.5,9.48,True,False,False,,False,
INT500488,C11334,A118,2024-01-07,2024-01,Customer Service,Email,11.4,2.46,False,False,False,,False,
INT500489,C10844,A113,2024-01-23,2024-01,Customer Service,Email,15.8,12.49,True,False,True,4.5,False,
INT500490,C11754,A103,2024-01-09,2024-01,Customer Service,Chat,6.2,4.03,True,False,True,5.0,False,
INT500491,C11473,A119,2024-01-15,2024-01,Customer Service,Chat,3.0,4.69,True,False,False,,False,
INT500492,C10446,A101,2024-01-21,2024-01,Customer Service,Social,15.7,2.55,False,False,True,4.0,True,6.0
INT500493,C10519,A105,2024-01-02,2024-01,Customer Service,Social,5.2,10.4,True,False,True,5.0,False,
INT500494,C11224,A103,2024-01-14,2024-01,Customer Service,Social,17.8,0.78,True,False,False,,True,10.0
INT500495,C11513,A117,2024-01-09,2024-01,Customer Service,Social,5.1,1.31,True,False,False,,False,
INT500496,C11893,A118,2024-01-15,2024-01,Customer Service,Email,9.3,7.91,True,False,True,5.0,False,
INT500497,C10326,A111,2024-01-25,2024-01,Customer Service,Chat,0.8,2.58,True,False,True,4.5,False,
INT500498,C11334,A111,2024-01-08,2024-01,Customer Service,Email,13.2,8.12,True,False,True,3.5,False,
INT500499,C10942,A111,2024-01-14,2024-01,Customer Service,Phone,10.0,2.17,False,False,False,,False,
INT500500,C11251,A117,2024-01-01,2024-01,Customer Service,Chat,9.3,4.38,False,False,True,4.5,False,
INT500501,C10505,A113,2024-01-03,2024-01,Customer Service,Phone,7.6,4.08,False,False,False,,False,
INT500502,C11616,A115,2024-01-01,2024-01,Customer Service,Chat,3.3,2.47,True,False,False,,True,8.0
INT500503,C10198,A119,2024-01-23,2024-01,Customer Service,Phone,19.1,1.33,True,False,False,,False,
INT500504,C12141,A115,2024-01-30,2024-01,Customer Service,Social,7.0,3.36,True,False,True,5.0,True,8.0
INT500505,C10848,A112,2024-01-11,2024-01,Customer Service,Phone,15.0,8.5,True,False,False,,False,
INT500506,C11999,A107,2024-01-21,2024-01,Customer Service,Phone,7.4,6.9,True,True,True,4.0,False,
INT500507,C12158,A119,2024-01-14,2024-01,Customer Service,Phone,6.8,3.67,True,False,False,,False,
INT500508,C11655,A108,2024-01-26,2024-01,Customer Service,Phone,15.4,0.69,True,False,True,4.5,False,
INT500509,C11997,A111,2024-01-27,2024-01,Customer Service,Social,6.2,3.38,True,False,True,5.0,True,9.0
INT500510,C12023,A120,2024-01-16,2024-01,Customer Service,Phone,5.0,7.38,False,False,False,,False,
INT500511,C11469,A108,2024-01-27,2024-01,Customer Service,Social,42.5,2.96,True,False,False,,False,
INT500512,C10519,A114,2024-01-17,2024-01,Customer Service,Email,20.6,6.08,True,False,False,,False,
INT500513,C11700,A115,2024-01-03,2024-01,Customer Service,Phone,10.8,9.69,False,False,True,4.5,False,
INT500514,C11060,A112,2024-01-15,2024-01,Customer Service,Chat,5.8,3.92,True,False,True,4.5,False,
INT500515,C10524,A122,2024-01-15,2024-01,Customer Service,Phone,33.6,7.23,True,False,True,3.0,False,
INT500516,C11250,A102,2024-01-02,2024-01,Customer Service,Phone,8.2,3.39,True,False,False,,False,
INT500517,C12041,A117,2024-01-11,2024-01,Customer Service,Phone,11.0,5.96,True,False,False,,False,
INT500518,C10532,A113,2024-01-03,2024-01,Customer Service,Email,16.8,5.47,False,False,True,4.5,False,
INT500519,C11297,A111,2024-01-30,2024-01,Customer Service,Phone,14.7,6.74,False,False,True,4.5,False,
INT500520,C10302,A122,2024-01-10,2024-01,Customer Service,Chat,1.4,2.06,False,False,True,5.0,False,
INT500521,C10628,A121,2024-01-03,2024-01,Customer Service,Email,13.2,4.01,False,True,True,5.0,False,
INT500522,C11726,A122,2024-01-18,2024-01,Customer Service,Email,43.2,5.76,True,False,False,,False,
INT500523,C10833,A117,2024-01-13,2024-01,Customer Service,Phone,9.1,3.4,True,False,False,,False,
INT500524,C11955,A119,2024-01-25,2024-01,Customer Service,Phone,5.6,2.35,False,False,True,5.0,False,
INT500525,C11078,A115,2024-01-20,2024-01,Customer Service,Phone,8.9,4.62,True,False,True,5.0,False,
INT500526,C10470,A111,2024-01-01,2024-01,Customer Service,Email,16.3,3.16,True,False,False,,False,
INT500527,C10742,A117,2024-01-26,2024-01,Customer Service,Chat,2.4,5.9,True,False,True,5.0,False,
INT500528,C10262,A110,2024-01-20,2024-01,Customer Service,Email,4.8,7.18,True,False,True,3.5,False,
INT500529,C11237,A115,2024-01-31,2024-01,Customer Service,Phone,18.7,6.4,True,False,True,4.5,False,
INT500530,C10801,A115,2024-01-15,2024-01,Customer Service,Email,21.8,16.63,False,False,True,5.0,False,
INT500531,C11385,A118,2024-01-07,2024-01,Customer Service,Phone,13.2,8.84,True,False,True,3.5,False,
INT500532,C10104,A103,2024-01-20,2024-01,Customer Service,Phone,3.2,12.01,False,False,False,,True,7.0
INT500533,C10053,A112,2024-01-26,2024-01,Customer Service,Phone,5.6,11.21,False,True,False,,False,
INT500534,C10321,A109,2024-01-19,2024-01,Customer Service,Phone,25.1,5.32,True,True,False,,False,
INT500535,C11730,A112,2024-01-09,2024-01,Customer Service,Email,5.7,6.72,True,False,True,4.5,False,
INT500536,C11831,A103,2024-01-24,2024-01,Customer Service,Chat,4.0,4.74,True,False,True,4.5,False,
INT500537,C12186,A116,2024-01-08,2024-01,Customer Service,Chat,1.7,0.18,True,False,True,5.0,False,
INT500538,C11894,A112,2024-01-02,2024-01,Customer Service,Email,9.0,1.91,True,False,False,,False,
INT500539,C11973,A115,2024-01-14,2024-01,Customer Service,Phone,15.5,9.91,False,False,False,,False,
INT500540,C11053,A111,2024-01-25,2024-01,Customer Service,Social,16.8,5.57,False,False,True,4.5,False,
INT500541,C11955,A106,2024-01-29,2024-01,Customer Service,Phone,13.8,10.2,False,False,True,4.5,True,10.0
INT500542,C11342,A118,2024-01-05,2024-01,Customer Service,Email,11.3,1.77,True,False,True,4.0,True,9.0
INT500543,C10536,A122,2024-01-11,2024-01,Customer Service,Phone,13.1,7.86,False,False,False,,False,
INT500544,C11719,A104,2024-01-01,2024-01,Customer Service,Chat,0.8,8.57,True,False,False,,False,
INT500545,C11029,A120,2024-01-22,2024-01,Customer Service,Chat,3.4,2.57,True,False,False,,False,
INT500546,C11666,A120,2024-01-17,2024-01,Customer Service,Phone,8.9,2.15,True,False,False,,False,
INT500547,C10949,A104,2024-01-28,2024-01,Customer Service,Email,9.2,4.27,True,False,False,,False,
INT500548,C10181,A121,2024-01-07,2024-01,Customer Service,Chat,0.7,1.04,True,False,True,4.5,False,
INT500549,C10584,A115,2024-01-07,2024-01,Customer Service,Email,17.3,2.61,True,False,True,4.5,False,
INT500550,C11964,A117,2024-01-07,2024-01,Customer Service,Phone,12.1,5.77,True,False,False,,True,7.0
INT500551,C10054,A116,2024-01-23,2024-01,Customer Service,Chat,1.3,3.73,True,False,False,,False,
INT500552,C10008,A113,2024-01-11,2024-01,Customer Service,Chat,3.3,2.12,True,False,True,4.5,False,
INT500553,C11896,A101,2024-01-31,2024-01,Customer Service,Chat,4.0,4.38,True,False,True,4.5,False,
INT500554,C12128,A106,2024-01-14,2024-01,Customer Service,Chat,3.2,5.86,False,False,True,4.0,False,
INT500555,C11025,A121,2024-01-15,2024-01,Customer Service,Phone,16.7,4.24,True,False,False,,False,
INT500556,C10241,A103,2024-01-02,2024-01,Customer Service,Email,6.0,4.98,True,False,True,5.0,False,
INT500557,C11302,A105,2024-01-01,2024-01,Customer Service,Phone,1.9,7.91,False,False,False,,False,
INT500558,C10798,A117,2024-01-08,2024-01,Customer Service,Phone,1.9,1.15,True,False,False,,True,8.0
INT500559,C11924,A111,2024-01-08,2024-01,Customer Service,Email,22.3,4.26,True,False,True,4.0,True,6.0
INT500560,C12198,A106,2024-01-31,2024-01,Customer Service,Email,6.6,3.05,True,False,False,,False,
INT500561,C11054,A102,2024-01-24,2024-01,Customer Service,Phone,4.1,13.69,True,False,False,,False,
INT500562,C11198,A105,2024-01-06,2024-01,Customer Service,Phone,10.9,1.61,True,False,False,,False,
INT500563,C11089,A122,2024-01-12,2024-01,Customer Service,Social,2.2,6.85,True,False,False,,True,5.0
INT500564,C10523,A108,2024-01-01,2024-01,Customer Service,Phone,35.8,4.88,True,False,False,,False,
INT500565,C11741,A107,2024-01-10,2024-01,Customer Service,Phone,3.6,5.62,True,False,True,4.5,False,
INT500566,C10799,A113,2024-01-19,2024-01,Customer Service,Phone,22.0,0.52,True,False,False,,False,
INT500567,C11437,A112,2024-01-02,2024-01,Customer Service,Email,3.8,3.12,True,False,True,3.5,True,5.0
INT500568,C11105,A108,2024-01-10,2024-01,Customer Service,Phone,13.6,1.96,True,False,True,5.0,True,7.0
INT500569,C10898,A120,2024-01-09,2024-01,Customer Service,Phone,8.0,7.69,True,False,False,,False,
INT500570,C10058,A101,2024-01-28,2024-01,Customer Service,Phone,13.2,2.02,True,False,True,5.0,False,
INT500571,C10168,A108,2024-01-07,2024-01,Customer Service,Phone,10.0,12.23,False,False,True,4.5,True,7.0
INT500572,C11801,A121,2024-01-09,2024-01,Customer Service,Phone,8.0,4.73,True,False,True,4.5,False,
INT500573,C10969,A108,2024-01-27,2024-01,Customer Service,Phone,10.1,9.89,True,False,True,3.5,True,6.0
INT500574,C10600,A115,2024-01-21,2024-01,Customer Service,Phone,9.9,2.64,True,False,True,4.0,False,
INT500575,C10414,A122,2024-01-11,2024-01,Customer Service,Email,18.6,2.54,True,True,False,,False,
INT500576,C11956,A111,2024-01-15,2024-01,Customer Service,Phone,3.7,3.34,True,False,True,4.5,False,
INT500577,C10933,A106,2024-01-12,2024-01,Customer Service,Chat,6.3,2.53,False,False,False,,False,
INT500578,C11061,A121,2024-01-17,2024-01,Customer Service,Phone,9.0,3.93,False,False,False,,False,
INT500579,C10716,A102,2024-01-29,2024-01,Customer Service,Social,11.6,0.6,True,False,True,4.5,False,
INT500580,C11158,A102,2024-01-03,2024-01,Customer Service,Email,11.2,3.46,True,False,False,,False,
INT500581,C10797,A116,2024-01-30,2024-01,Customer Service,Phone,5.9,3.66,True,False,True,4.0,False,
INT500582,C10545,A119,2024-01-07,2024-01,Customer Service,Email,28.9,4.62,True,False,False,,False,
INT500583,C10122,A120,2024-01-12,2024-01,Customer Service,Chat,11.4,3.79,True,False,True,4.5,False,
INT500584,C11441,A110,2024-01-21,2024-01,Customer Service,Chat,3.7,7.25,True,False,True,4.5,False,
INT500585,C11121,A108,2024-01-25,2024-01,Customer Service,Social,6.3,6.18,True,False,False,,False,
INT500586,C11577,A112,2024-01-28,2024-01,Customer Service,Chat,6.5,1.79,True,False,True,3.5,False,
INT500587,C11768,A106,2024-01-05,2024-01,Customer Service,Phone,9.0,2.63,True,False,False,,False,
INT500588,C11330,A109,2024-01-21,2024-01,Customer Service,Phone,1.3,5.32,True,False,True,4.5,True,9.0
INT500589,C10364,A118,2024-01-05,2024-01,Customer Service,Phone,17.4,6.87,True,False,True,4.5,False,
INT500590,C11172,A105,2024-02-19,2024-02,Shipping & Delivery,Chat,4.3,18.74,True,False,True,4.5,False,
INT500591,C10258,A106,2024-02-24,2024-02,Shipping & Delivery,Chat,1.9,3.36,True,False,True,4.5,False,
INT500592,C11890,A122,2024-02-26,2024-02,Shipping & Delivery,Email,9.2,9.3,False,False,True,3.5,False,
INT500593,C11689,A104,2024-02-06,2024-02,Shipping & Delivery,Chat,3.2,1.74,False,False,False,,False,
INT500594,C12096,A117,2024-02-29,2024-02,Shipping & Delivery,Chat,5.2,7.7,True,False,True,5.0,True,10.0
INT500595,C10724,A122,2024-02-12,2024-02,Shipping & Delivery,Email,1.8,1.82,False,False,False,,False,
INT500596,C11542,A119,2024-02-06,2024-02,Shipping & Delivery,Chat,2.3,7.05,True,False,True,5.0,False,
INT500597,C11144,A121,2024-02-17,2024-02,Shipping & Delivery,Email,9.8,11.83,True,False,False,,False,
INT500598,C11229,A116,2024-02-16,2024-02,Shipping & Delivery,Chat,6.6,1.29,True,False,True,4.0,False,
INT500599,C11085,A120,2024-02-13,2024-02,Shipping & Delivery,Phone,19.2,5.72,True,False,True,5.0,False,
INT500600,C10532,A119,2024-02-19,2024-02,Shipping & Delivery,Social,10.7,11.88,False,False,True,4.0,False,
INT500601,C10535,A112,2024-02-08,2024-02,Shipping & Delivery,Phone,5.4,27.72,False,False,True,3.0,True,5.0
INT500602,C12071,A114,2024-02-28,2024-02,Shipping & Delivery,Phone,3.2,3.84,True,False,True,5.0,True,6.0
INT500603,C11148,A107,2024-02-10,2024-02,Shipping & Delivery,Chat,10.9,3.61,False,False,False,,False,
INT500604,C11012,A113,2024-02-19,2024-02,Shipping & Delivery,Email,15.3,6.74,True,False,True,4.5,False,
INT500605,C11543,A115,2024-02-12,2024-02,Shipping & Delivery,Social,11.0,2.56,True,False,True,4.0,False,
INT500606,C11741,A106,2024-02-05,2024-02,Shipping & Delivery,Chat,1.6,6.44,True,False,True,4.5,False,
INT500607,C11334,A119,2024-02-15,2024-02,Shipping & Delivery,Phone,17.5,17.73,True,False,False,,False,
INT500608,C11585,A116,2024-02-19,2024-02,Shipping & Delivery,Phone,28.5,9.06,True,False,True,4.5,False,
INT500609,C10715,A118,2024-02-20,2024-02,Shipping & Delivery,Chat,10.6,20.52,True,False,True,5.0,False,
INT500610,C10155,A102,2024-02-15,2024-02,Shipping & Delivery,Chat,14.0,17.77,True,False,True,4.5,False,
INT500611,C10907,A109,2024-02-26,2024-02,Shipping & Delivery,Chat,6.6,4.92,True,False,True,4.5,False,
INT500612,C10315,A104,2024-02-13,2024-02,Shipping & Delivery,Phone,17.1,4.1,True,False,True,4.5,True,10.0
INT500613,C10982,A109,2024-02-08,2024-02,Shipping & Delivery,Phone,13.6,3.26,False,True,False,,False,
INT500614,C11974,A104,2024-02-12,2024-02,Shipping & Delivery,Email,32.1,6.39,False,False,True,2.5,False,
INT500615,C10304,A116,2024-02-27,2024-02,Shipping & Delivery,Phone,12.1,2.29,False,False,True,4.0,False,
INT500616,C11729,A103,2024-02-21,2024-02,Shipping & Delivery,Chat,9.4,15.01,True,False,False,,False,
INT500617,C10874,A113,2024-02-08,2024-02,Shipping & Delivery,Email,20.8,4.63,False,False,False,,False,
INT500618,C10291,A116,2024-02-12,2024-02,Shipping & Delivery,Phone,14.0,2.51,True,True,False,,False,
INT500619,C10337,A114,2024-02-11,2024-02,Shipping & Delivery,Chat,4.1,9.62,True,True,False,,False,
INT500620,C10672,A115,2024-02-09,2024-02,Shipping & Delivery,Email,22.6,8.87,True,False,False,,False,
INT500621,C10729,A116,2024-02-25,2024-02,Shipping & Delivery,Email,24.4,8.64,True,False,False,,False,
INT500622,C10510,A114,2024-02-07,2024-02,Shipping & Delivery,Email,6.9,11.86,True,True,True,4.0,True,8.0
INT500623,C11854,A104,2024-02-05,2024-02,Shipping & Delivery,Chat,9.2,14.29,False,False,True,3.5,False,
INT500624,C11387,A106,2024-02-24,2024-02,Shipping & Delivery,Email,51.2,5.49,True,False,True,3.5,False,
INT500625,C11613,A117,2024-02-01,2024-02,Shipping & Delivery,Social,3.1,3.44,True,False,False,,False,
INT500626,C11716,A108,2024-02-27,2024-02,Shipping & Delivery,Phone,24.7,9.63,True,False,True,4.0,False,
INT500627,C11520,A116,2024-02-13,2024-02,Shipping & Delivery,Email,5.8,2.33,True,False,False,,False,
INT500628,C10764,A109,2024-02-25,2024-02,Shipping & Delivery,Email,16.0,8.12,False,False,True,4.5,False,
INT500629,C10474,A121,2024-02-21,2024-02,Shipping & Delivery,Phone,15.5,7.57,True,False,False,,False,
INT500630,C10463,A119,2024-02-05,2024-02,Shipping & Delivery,Social,17.6,7.93,True,False,False,,True,7.0
INT500631,C11239,A119,2024-02-08,2024-02,Shipping & Delivery,Chat,10.9,4.31,True,False,True,4.5,False,
INT500632,C11913,A108,2024-02-16,2024-02,Shipping & Delivery,Email,21.8,10.63,True,False,True,3.5,False,
INT500633,C11197,A104,2024-02-26,2024-02,Shipping & Delivery,Chat,7.5,7.84,True,False,True,3.5,False,
INT500634,C10470,A106,2024-02-24,2024-02,Shipping & Delivery,Email,17.9,3.87,True,False,False,,False,
INT500635,C10346,A106,2024-02-26,2024-02,Shipping & Delivery,Chat,7.2,5.76,True,False,False,,False,
INT500636,C11849,A120,2024-02-07,2024-02,Shipping & Delivery,Phone,14.2,7.34,True,False,True,4.0,True,9.0
INT500637,C11573,A114,2024-02-23,2024-02,Shipping & Delivery,Email,38.1,3.09,True,False,False,,True,8.0
INT500638,C11943,A122,2024-02-15,2024-02,Shipping & Delivery,Phone,7.5,7.04,True,False,False,,False,
INT500639,C11486,A121,2024-02-12,2024-02,Shipping & Delivery,Chat,3.4,1.23,False,False,True,3.0,False,
INT500640,C10703,A105,2024-02-05,2024-02,Shipping & Delivery,Chat,6.8,7.08,False,False,False,,False,
INT500641,C10257,A115,2024-02-01,2024-02,Shipping & Delivery,Social,5.6,7.63,True,False,True,4.5,False,
INT500642,C10649,A115,2024-02-27,2024-02,Shipping & Delivery,Email,0.5,7.73,True,False,False,,False,
INT500643,C11147,A118,2024-02-14,2024-02,Shipping & Delivery,Phone,4.3,5.77,True,True,True,4.0,False,
INT500644,C10155,A111,2024-02-13,2024-02,Shipping & Delivery,Email,7.8,5.87,True,False,False,,False,
INT500645,C10887,A110,2024-02-18,2024-02,Shipping & Delivery,Email,21.5,5.59,True,False,False,,True,10.0
INT500646,C12114,A120,2024-02-01,2024-02,Shipping & Delivery,Phone,5.5,4.66,True,False,True,5.0,False,
INT500647,C10446,A107,2024-02-05,2024-02,Shipping & Delivery,Email,10.7,0.79,True,True,True,5.0,False,
INT500648,C10257,A110,2024-02-11,2024-02,Shipping & Delivery,Social,28.0,11.49,True,False,True,4.5,False,
INT500649,C11368,A104,2024-02-20,2024-02,Shipping & Delivery,Email,34.4,5.57,True,True,True,4.5,False,
INT500650,C10128,A121,2024-02-28,2024-02,Shipping & Delivery,Chat,1.9,4.7,True,False,False,,False,
INT500651,C11016,A106,2024-02-07,2024-02,Shipping & Delivery,Social,4.6,1.64,True,False,True,4.0,False,
INT500652,C10051,A107,2024-02-13,2024-02,Shipping & Delivery,Phone,6.3,8.77,False,True,True,4.0,False,
INT500653,C10915,A111,2024-02-11,2024-02,Shipping & Delivery,Chat,4.1,7.59,True,False,True,4.5,False,
INT500654,C11058,A113,2024-02-21,2024-02,Shipping & Delivery,Social,25.2,0.88,True,False,False,,False,
INT500655,C11503,A102,2024-02-06,2024-02,Shipping & Delivery,Phone,3.6,10.16,True,False,True,4.5,False,
INT500656,C10315,A106,2024-02-06,2024-02,Shipping & Delivery,Email,32.1,4.57,True,False,False,,False,
INT500657,C11531,A115,2024-02-20,2024-02,Shipping & Delivery,Email,30.5,7.73,True,True,True,4.5,False,
INT500658,C11031,A113,2024-02-07,2024-02,Shipping & Delivery,Phone,4.8,2.74,True,False,False,,False,
INT500659,C10718,A113,2024-02-13,2024-02,Shipping & Delivery,Social,37.4,10.08,True,False,True,4.0,False,
INT500660,C11831,A117,2024-02-10,2024-02,Shipping & Delivery,Phone,13.4,3.19,True,False,True,4.0,False,
INT500661,C10472,A120,2024-02-15,2024-02,Shipping & Delivery,Chat,1.9,3.71,True,False,True,5.0,False,
INT500662,C10447,A109,2024-02-01,2024-02,Shipping & Delivery,Chat,1.8,16.09,True,False,True,5.0,True,8.0
INT500663,C11150,A116,2024-02-14,2024-02,Shipping & Delivery,Phone,6.4,7.39,True,False,True,4.5,False,
INT500664,C11716,A106,2024-02-04,2024-02,Shipping & Delivery,Phone,6.7,5.94,True,False,True,5.0,False,
INT500665,C11149,A121,2024-02-16,2024-02,Shipping & Delivery,Chat,7.6,2.36,True,False,True,4.5,False,
INT500666,C10506,A112,2024-02-29,2024-02,Shipping & Delivery,Phone,4.7,7.98,False,False,False,,False,
INT500667,C11792,A106,2024-02-28,2024-02,Shipping & Delivery,Phone,12.2,5.0,True,False,False,,False,
INT500668,C11142,A114,2024-02-27,2024-02,Shipping & Delivery,Phone,29.4,1.74,True,False,True,4.5,False,
INT500669,C11109,A117,2024-02-06,2024-02,Shipping & Delivery,Email,16.6,7.64,True,False,False,,False,
INT500670,C10721,A103,2024-02-10,2024-02,Shipping & Delivery,Chat,10.5,3.55,True,False,False,,False,
INT500671,C11376,A104,2024-02-23,2024-02,Shipping & Delivery,Phone,16.2,9.41,True,False,False,,False,
INT500672,C10054,A104,2024-02-07,2024-02,Shipping & Delivery,Chat,1.4,12.32,True,False,False,,False,
INT500673,C11268,A116,2024-02-15,2024-02,Shipping & Delivery,Social,21.8,8.91,True,False,False,,False,
INT500674,C10277,A116,2024-02-20,2024-02,Shipping & Delivery,Email,38.9,3.53,False,False,False,,False,
INT500675,C11426,A122,2024-02-11,2024-02,Shipping & Delivery,Phone,13.7,8.86,False,False,True,4.5,True,3.0
INT500676,C11229,A106,2024-02-16,2024-02,Shipping & Delivery,Chat,1.4,1.9,True,False,True,4.0,False,
INT500677,C10485,A102,2024-02-02,2024-02,Shipping & Delivery,Chat,4.1,1.28,False,False,False,,False,
INT500678,C12115,A116,2024-02-21,2024-02,Shipping & Delivery,Phone,12.0,4.24,True,False,False,,True,8.0
INT500679,C11608,A116,2024-02-12,2024-02,Shipping & Delivery,Social,21.4,1.74,True,False,True,4.5,False,
INT500680,C12034,A106,2024-02-26,2024-02,Shipping & Delivery,Email,31.1,16.15,True,False,True,4.0,False,
INT500681,C10814,A115,2024-02-27,2024-02,Shipping & Delivery,Chat,2.4,8.55,True,False,True,4.0,False,
INT500682,C12198,A109,2024-02-14,2024-02,Shipping & Delivery,Email,8.4,10.66,False,False,True,4.5,True,9.0
INT500683,C11802,A114,2024-02-20,2024-02,Shipping & Delivery,Phone,4.6,2.95,True,False,True,4.0,False,
INT500684,C10401,A120,2024-02-13,2024-02,Shipping & Delivery,Chat,11.1,9.61,False,False,False,,False,
INT500685,C10001,A121,2024-02-23,2024-02,Shipping & Delivery,Email,23.0,6.85,True,False,False,,True,6.0
INT500686,C11012,A120,2024-02-23,2024-02,Shipping & Delivery,Phone,0.8,3.53,True,False,False,,False,
INT500687,C12092,A122,2024-02-28,2024-02,Shipping & Delivery,Phone,1.7,8.4,False,False,True,5.0,True,6.0
INT500688,C11875,A118,2024-02-21,2024-02,Shipping & Delivery,Phone,2.5,4.21,True,False,False,,False,
INT500689,C10705,A106,2024-02-03,2024-02,Shipping & Delivery,Phone,23.9,8.69,False,False,True,4.0,True,6.0
INT500690,C10532,A121,2024-02-29,2024-02,Shipping & Delivery,Email,16.0,7.39,True,True,True,3.5,False,
INT500691,C10476,A117,2024-02-14,2024-02,Shipping & Delivery,Social,22.9,8.35,True,False,False,,False,
INT500692,C11152,A117,2024-02-12,2024-02,Shipping & Delivery,Chat,4.7,6.92,True,False,True,3.5,False,
INT500693,C12165,A116,2024-02-17,2024-02,Shipping & Delivery,Email,19.1,8.61,True,False,True,5.0,True,8.0
INT500694,C11343,A115,2024-02-14,2024-02,Shipping & Delivery,Email,3.4,4.59,False,False,False,,False,
INT500695,C10219,A104,2024-02-07,2024-02,Shipping & Delivery,Phone,8.7,1.81,True,False,False,,False,
INT500696,C10076,A114,2024-02-01,2024-02,Shipping & Delivery,Phone,11.0,5.1,True,False,True,4.5,False,
INT500697,C10943,A117,2024-02-22,2024-02,Shipping & Delivery,Email,14.8,6.61,True,False,True,3.5,False,
INT500698,C10756,A109,2024-02-11,2024-02,Shipping & Delivery,Chat,8.6,13.15,True,True,False,,False,
INT500699,C11465,A106,2024-02-07,2024-02,Shipping & Delivery,Chat,8.5,12.72,True,False,True,4.0,False,
INT500700,C10258,A104,2024-02-09,2024-02,Shipping & Delivery,Phone,34.5,20.13,False,True,True,3.5,False,
INT500701,C12003,A105,2024-02-05,2024-02,Shipping & Delivery,Email,41.1,1.89,True,False,True,4.0,False,
INT500702,C10135,A108,2024-02-15,2024-02,Shipping & Delivery,Email,20.2,3.24,True,False,False,,False,
INT500703,C10933,A122,2024-02-03,2024-02,Shipping & Delivery,Chat,1.3,4.83,True,False,True,3.5,True,4.0
INT500704,C10442,A121,2024-02-23,2024-02,Shipping & Delivery,Email,15.9,4.52,True,False,True,5.0,False,
INT500705,C11955,A107,2024-02-27,2024-02,Shipping & Delivery,Phone,23.2,5.57,True,False,True,5.0,False,
INT500706,C10524,A119,2024-02-06,2024-02,Shipping & Delivery,Email,25.3,7.67,False,False,False,,False,
INT500707,C11075,A120,2024-02-04,2024-02,Shipping & Delivery,Phone,7.9,3.15,False,False,False,,False,
INT500708,C11198,A118,2024-02-18,2024-02,Shipping & Delivery,Phone,8.2,2.71,False,False,True,3.5,False,
INT500709,C11338,A101,2024-02-03,2024-02,Shipping & Delivery,Chat,4.5,1.28,True,False,False,,False,
INT500710,C10736,A101,2024-02-22,2024-02,Shipping & Delivery,Email,15.5,1.2,True,False,False,,True,8.0
INT500711,C11728,A102,2024-02-12,2024-02,Shipping & Delivery,Phone,9.1,5.75,False,True,False,,False,
INT500712,C11465,A101,2024-02-02,2024-02,Shipping & Delivery,Phone,9.4,11.11,False,False,True,4.0,True,5.0
INT500713,C11334,A122,2024-02-07,2024-02,Shipping & Delivery,Email,16.1,1.23,False,True,True,3.0,False,
INT500714,C10244,A114,2024-02-27,2024-02,Shipping & Delivery,Email,15.7,2.26,True,False,False,,False,
INT500715,C10800,A122,2024-02-21,2024-02,Shipping & Delivery,Email,26.2,2.89,True,True,False,,True,5.0
INT500716,C10654,A117,2024-02-29,2024-02,Shipping & Delivery,Email,45.0,6.03,True,False,False,,False,
INT500717,C11215,A117,2024-02-10,2024-02,Shipping & Delivery,Chat,3.6,12.83,True,False,True,4.0,False,
INT500718,C10628,A113,2024-02-01,2024-02,Shipping & Delivery,Phone,12.9,3.75,True,False,True,3.5,False,
INT500719,C11976,A102,2024-02-25,2024-02,Shipping & Delivery,Email,17.3,29.0,True,False,True,4.0,False,
INT500720,C11371,A122,2024-02-12,2024-02,Shipping & Delivery,Social,6.3,4.73,False,False,False,,True,8.0
INT500721,C10811,A106,2024-02-03,2024-02,Shipping & Delivery,Phone,7.7,1.96,True,False,True,4.5,False,
INT500722,C11728,A102,2024-02-01,2024-02,Shipping & Delivery,Chat,6.7,10.09,False,False,True,5.0,False,
INT500723,C10128,A110,2024-02-22,2024-02,Shipping & Delivery,Email,22.5,1.74,True,False,False,,False,
INT500724,C11425,A111,2024-02-29,2024-02,Shipping & Delivery,Phone,1.7,8.32,True,False,False,,False,
